"submission_date","state","tot_cases","conf_cases","prob_cases","new_case","pnew_case","tot_death","conf_death","prob_death","new_death","pnew_death","created_at","consent_cases","consent_deaths","consent_cases.boolean","consent_deaths.boolean","season"
2020-05-22,"ID",2595,2356,239,61,6,79,59,20,2,0,2020-05-23,"Agree","Agree",TRUE,TRUE,"spring"
2020-05-28,"IL",115833,115833,0,1527,0,5186,5186,0,103,0,2020-05-29,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-12,"NC",41313,41307,6,1623,0,1184,1184,0,12,0,2020-06-12,"Agree","Agree",TRUE,TRUE,"spring"
2021-08-15,"CA",4190238,4022222,168016,13472,0,64183,64183,0,45,0,2021-08-17,"Agree","Agree",TRUE,TRUE,"summer"
2021-10-20,"NV",444136,433510,10626,716,67,7484,NA,NA,18,0,2021-10-21,"Agree","",TRUE,NA,"fall"
2020-04-17,"NE",1166,NA,NA,98,0,24,NA,NA,0,0,2020-04-19,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-01-18,"ND",96071,92192,3879,164,76,1386,NA,NA,2,0,2021-01-19,"Agree","Not agree",TRUE,FALSE,"winter"
2022-02-15,"MS",782689,431550,351139,1253,698,11697,7734,3963,45,13,2022-02-16,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-04,"AL",1243564,902441,341123,3357,1156,18040,13898,4142,42,11,2022-02-06,"Agree","Agree",TRUE,TRUE,"winter"
2020-06-30,"NV",18684,18456,228,553,-9,529,NA,NA,-7,0,2020-07-01,"Agree","",TRUE,NA,"summer"
2021-08-23,"GU",9612,NA,NA,109,8,145,NA,NA,1,0,2021-08-24,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-03-21,"ID",177420,142852,34568,0,0,1941,1694,247,0,0,2021-03-22,"Agree","Agree",TRUE,TRUE,"spring"
2022-02-16,"MO",1385030,NA,NA,2023,449,18332,NA,NA,8,1,2022-02-17,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-03-25,"VI",2877,NA,NA,1,0,25,NA,NA,0,0,2021-03-26,"","",NA,NA,"spring"
2021-05-18,"MO",594314,NA,NA,458,192,8995,NA,NA,0,0,2021-05-20,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-09-16,"MD",515259,NA,NA,1330,0,10271,10045,226,15,0,2021-09-18,"N/A","Agree",NA,TRUE,"summer"
2021-07-21,"NV",347098,347098,0,931,0,5789,NA,NA,28,0,2021-07-22,"Agree","",TRUE,NA,"summer"
2020-04-30,"ME",1120,1084,36,27,4,55,55,0,2,0,2020-05-02,"Agree","Agree",TRUE,TRUE,"spring"
2020-12-25,"MD",263160,NA,NA,2432,0,5974,5786,188,43,1,2020-12-27,"N/A","Agree",NA,TRUE,"winter"
2021-08-21,"NE",237990,NA,NA,288,0,2302,NA,NA,0,0,2021-08-23,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-05-08,"DE",106775,99561,7214,205,19,1636,1495,141,7,0,2021-05-10,"Agree","Agree",TRUE,TRUE,"spring"
2021-10-18,"MT",165941,140550,25391,426,143,2183,2183,0,19,0,2021-10-19,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-28,"ID",179428,144284,35144,0,0,1954,1705,249,0,0,2021-03-29,"Agree","Agree",TRUE,TRUE,"spring"
2021-01-31,"VI",2421,NA,NA,0,0,24,NA,NA,0,0,2021-02-01,"","",NA,NA,"winter"
2021-03-14,"VT",15681,NA,NA,179,0,212,NA,NA,0,0,2021-03-16,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-08-16,"NV",373649,373649,0,841,0,6190,NA,NA,10,0,2021-08-17,"Agree","",TRUE,NA,"summer"
2020-10-28,"NV",97479,97479,0,574,0,1766,NA,NA,10,0,2020-10-29,"Agree","",TRUE,NA,"fall"
2021-07-05,"GU",8394,NA,NA,6,0,140,NA,NA,0,0,2021-07-06,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-12-06,"VT",49146,NA,NA,213,4,407,NA,NA,1,0,2021-12-08,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-08-16,"NC",146897,145144,1753,1328,33,2560,2554,6,27,1,2020-08-16,"Agree","Agree",TRUE,TRUE,"summer"
2021-03-11,"MS",301159,186126,115033,656,278,7110,4929,2181,14,11,2021-03-13,"Agree","Agree",TRUE,TRUE,"winter"
2020-06-01,"WI",18543,18543,0,140,0,595,595,0,3,0,2020-06-02,"Agree","Agree",TRUE,TRUE,"spring"
2020-05-16,"NE",10162,NA,NA,424,0,123,NA,NA,4,0,2020-05-18,"Not agree","Not agree",FALSE,FALSE,"spring"
2022-01-14,"MT",212078,172693,39385,2178,719,2945,2945,0,10,0,2022-01-15,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-21,"CT",20360,18990,1370,545,50,1423,1052,371,92,24,2020-04-21,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-12,"ME",699,696,3,63,0,19,19,0,0,0,2020-04-14,"Agree","Agree",TRUE,TRUE,"spring"
2021-08-30,"VT",26168,NA,NA,120,0,268,NA,NA,2,0,2021-09-01,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-02-09,"MS",285832,179076,106756,619,289,6826,4784,2042,8,1,2021-02-11,"Agree","Agree",TRUE,TRUE,"winter"
2020-06-26,"CT",46059,44086,1973,65,-3,4307,3440,867,9,3,2020-06-27,"Agree","Agree",TRUE,TRUE,"summer"
2020-04-28,"DE",4812,4673,139,108,5,144,133,11,7,0,2020-04-30,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-18,"CA",3904150,3748365,155785,0,0,63598,63598,0,0,0,2021-07-20,"Agree","Agree",TRUE,TRUE,"summer"
2020-08-03,"ND",6933,6933,0,148,0,107,NA,NA,2,0,2020-08-04,"Agree","Not agree",TRUE,FALSE,"summer"
2021-04-08,"NC",919359,796528,122831,2119,487,12848,11355,1493,16,3,2021-04-08,"Agree","Agree",TRUE,TRUE,"spring"
2021-08-22,"MO",739469,NA,NA,1444,131,10206,NA,NA,1,0,2021-08-23,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-12-27,"NH",40809,NA,NA,876,295,708,NA,NA,7,2,2020-12-28,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-12-01,"WA",170961,NA,NA,2210,35,2805,NA,NA,31,0,2020-12-03,"N/A","N/A",NA,NA,"fall"
2020-04-22,"WI",4845,4845,0,225,0,246,246,0,4,0,2020-04-22,"Agree","Agree",TRUE,TRUE,"spring"
2020-01-24,"AL",0,0,0,0,0,0,0,0,0,0,2020-01-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-09-13,"NE",38376,NA,NA,234,0,434,NA,NA,0,0,2020-09-15,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-10-31,"IL",1695524,1695524,0,0,0,28620,25771,2849,0,0,2021-11-01,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-12,"MS",301554,186262,115292,395,259,7117,4931,2186,7,5,2021-03-14,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-04,"ID",143305,118478,24827,798,218,1459,1290,169,11,2,2021-01-05,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-12,"MT",394,NA,NA,17,NA,6,NA,NA,0,NA,2020-04-11,"Agree","Agree",TRUE,TRUE,"spring"
2021-09-29,"NE",266449,205830,60619,933,388,2832,2425,407,5,7,2021-09-30,"Agree","Agree",TRUE,TRUE,"fall"
2020-04-26,"IN",15012,NA,NA,617,0,893,815,78,30,2,2022-03-07,"Not agree","Agree",FALSE,TRUE,"spring"
2021-04-28,"IN",717564,NA,NA,1258,0,13286,12876,410,19,0,2021-04-28,"Not agree","Agree",FALSE,TRUE,"spring"
2020-06-05,"MS",19112,18969,143,378,2,1077,1058,19,11,0,2020-06-07,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-10,"IL",130561,129837,724,625,0,6273,6095,178,77,0,2020-06-11,"Agree","Agree",TRUE,TRUE,"spring"
2021-10-22,"VT",35511,NA,NA,204,5,342,NA,NA,0,0,2021-10-24,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-02-03,"GU",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-01-26,"MS",271266,172142,99124,1666,1004,6594,4670,1924,49,34,2021-01-28,"Agree","Agree",TRUE,TRUE,"winter"
2020-11-03,"NC",279691,267376,12315,2309,343,4849,4729,120,40,6,2020-11-03,"Agree","Agree",TRUE,TRUE,"fall"
2020-03-14,"IL",32,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-01-29,"WI",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-12-06,"ME",131796,94670,37126,766,273,1348,1243,105,12,2,2021-12-08,"Agree","Agree",TRUE,TRUE,"fall"
2020-08-25,"CT",52040,49971,2069,29,-2,4463,3580,883,3,-3,2020-08-26,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-18,"GU",19372,NA,NA,3,0,270,NA,NA,0,0,2021-12-20,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-03-01,"NV",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","",TRUE,NA,"winter"
2021-03-30,"IL",1241993,1241993,0,2404,0,23542,21273,2269,15,-2,2021-03-31,"Agree","Agree",TRUE,TRUE,"spring"
2021-06-02,"ND",110045,101042,9003,42,18,1512,NA,NA,0,0,2021-06-03,"Agree","Not agree",TRUE,FALSE,"spring"
2020-08-27,"DE",17357,16389,968,130,0,604,533,71,0,0,2020-08-29,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-11,"ME",137075,98707,38368,679,97,1367,1260,107,1,0,2021-12-13,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-12,"VT",1722,NA,NA,8,0,57,NA,NA,0,0,2020-10-14,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-12-12,"VI",1807,NA,NA,16,0,23,NA,NA,0,0,2020-12-13,"","",NA,NA,"fall"
2020-12-25,"MI",571919,525685,46234,1353,118,13266,12530,736,100,6,2020-12-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-08-15,"WI",706503,637828,68675,823,81,8322,7471,851,0,0,2021-08-16,"Agree","Agree",TRUE,TRUE,"summer"
2022-01-18,"MI",2063409,1818223,245186,79353,7837,30869,28636,2233,160,3,2022-01-19,"Agree","Agree",TRUE,TRUE,"winter"
2021-04-14,"GU",7856,NA,NA,5,0,136,NA,NA,0,0,2021-04-15,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-07-10,"VI",167,NA,NA,14,0,6,NA,NA,0,0,2020-07-11,"","",NA,NA,"summer"
2021-03-20,"MS",303730,187093,116637,151,78,7146,4944,2202,3,1,2021-03-22,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-06,"VT",21822,NA,NA,57,4,244,NA,NA,0,0,2021-05-08,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-09-24,"NH",8044,NA,NA,37,0,438,NA,NA,0,0,2020-09-25,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-01-04,"MD",287802,NA,NA,2483,0,6430,6240,190,44,0,2021-01-06,"N/A","Agree",NA,TRUE,"winter"
2020-11-09,"IL",498560,498560,0,10573,0,10563,10210,353,25,11,2020-11-10,"Agree","Agree",TRUE,TRUE,"fall"
2021-05-09,"NC",973381,837482,135899,1148,191,13216,11666,1550,14,3,2021-05-09,"Agree","Agree",TRUE,TRUE,"spring"
2022-01-13,"NE",383915,279988,103927,7220,1810,3540,2941,599,13,3,2022-01-14,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-18,"NH",57864,NA,NA,1000,0,933,NA,NA,0,0,2021-01-19,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-02-27,"NH",75166,NA,NA,273,75,1170,NA,NA,3,2,2021-02-28,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-11-14,"WA",753278,NA,NA,1346,168,8934,NA,NA,0,0,2021-11-16,"N/A","N/A",NA,NA,"fall"
2021-12-02,"NE",313935,235152,78783,1418,528,3180,2665,515,12,0,2021-12-03,"Agree","Agree",TRUE,TRUE,"fall"
2021-11-03,"ME",106661,76289,30372,639,175,1197,1106,91,18,3,2021-11-05,"Agree","Agree",TRUE,TRUE,"fall"
2020-09-20,"IN",111505,NA,NA,746,0,3487,3272,215,3,0,2020-09-20,"Not agree","Agree",FALSE,TRUE,"summer"
2021-06-26,"WA",449695,NA,NA,451,83,5902,NA,NA,0,0,2021-06-28,"N/A","N/A",NA,NA,"summer"
2021-10-10,"MI",1195574,1061510,134064,3272,227,22714,21325,1389,6,0,2021-10-11,"Agree","Agree",TRUE,TRUE,"fall"
2020-05-20,"NE",11112,NA,NA,292,0,138,NA,NA,6,0,2020-05-22,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-07-04,"MO",623734,NA,NA,1108,319,9340,NA,NA,0,0,2021-07-05,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-07-31,"NE",228894,NA,NA,94,0,2280,NA,NA,0,0,2021-08-02,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-12-21,"WI",494353,458612,35741,1629,194,4751,4425,326,8,0,2020-12-22,"Agree","Agree",TRUE,TRUE,"winter"
2020-09-22,"DE",19956,18937,1019,82,10,628,551,77,1,0,2020-09-24,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-22,"WA",355223,NA,NA,526,85,5183,NA,NA,9,0,2021-03-24,"N/A","N/A",NA,NA,"spring"
2021-01-12,"DE",68232,65265,2967,750,65,991,886,105,5,0,2021-01-14,"Agree","Agree",TRUE,TRUE,"winter"
2021-03-26,"NC",898504,780911,117593,2080,488,12704,11234,1470,8,0,2021-03-26,"Agree","Agree",TRUE,TRUE,"spring"
2021-11-27,"ME",123345,88421,34924,444,113,1303,1201,102,0,0,2021-11-29,"Agree","Agree",TRUE,TRUE,"fall"
2021-12-26,"CT",474557,426217,48340,0,0,9077,7426,1651,0,0,2021-12-27,"Agree","Agree",TRUE,TRUE,"winter"
2020-03-05,"NH",2,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-12-27,"ME",149209,108253,40956,655,144,1492,1368,124,17,5,2021-12-29,"Agree","Agree",TRUE,TRUE,"winter"
2020-09-11,"MD",114724,NA,NA,646,0,3954,3798,156,10,0,2020-09-13,"N/A","Agree",NA,TRUE,"summer"
2021-11-22,"NV",466400,453771,12629,1767,169,7930,NA,NA,12,0,2021-11-23,"Agree","",TRUE,NA,"fall"
2020-03-06,"IN",1,NA,NA,1,0,0,0,0,0,0,2020-03-06,"Not agree","Agree",FALSE,TRUE,"winter"
2020-04-15,"CA",24424,24424,0,1171,0,788,788,0,96,0,2020-04-17,"Agree","Agree",TRUE,TRUE,"spring"
2020-07-14,"MD",74260,NA,NA,733,0,3453,3314,139,6,0,2020-07-16,"N/A","Agree",NA,TRUE,"summer"
2022-01-12,"VI",13110,NA,NA,157,0,90,NA,NA,0,0,2022-01-13,"","",NA,NA,"winter"
2020-09-08,"GU",1713,NA,NA,94,0,19,NA,NA,5,0,2020-09-09,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-12-13,"MT",193905,160227,33678,187,43,2830,2830,0,9,0,2021-12-14,"Agree","Agree",TRUE,TRUE,"fall"
2020-03-30,"NV",1044,NA,NA,124,NA,17,NA,NA,2,NA,2020-03-29,"Agree","",TRUE,NA,"spring"
2020-04-07,"NH",747,NA,NA,32,NA,13,NA,NA,4,NA,2020-04-07,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-09-16,"CT",382798,347255,35543,1066,374,8447,6950,1497,0,0,2021-09-17,"Agree","Agree",TRUE,TRUE,"summer"
2021-10-26,"NE",282287,215631,66656,598,242,2942,2469,473,1,0,2021-10-27,"Agree","Agree",TRUE,TRUE,"fall"
2021-08-27,"MD",492547,NA,NA,1373,0,10001,9779,222,13,0,2021-08-29,"N/A","Agree",NA,TRUE,"summer"
2021-08-10,"CT",359638,327995,31643,275,-5,8297,6828,1469,1,1,2021-08-11,"Agree","Agree",TRUE,TRUE,"summer"
2021-05-31,"IL",1382186,1382186,0,521,0,25223,22827,2396,38,5,2021-06-01,"Agree","Agree",TRUE,TRUE,"spring"
2020-03-02,"VT",0,NA,NA,0,0,0,NA,NA,0,0,2020-03-04,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-10-03,"VI",1327,NA,NA,1,0,20,NA,NA,0,0,2020-10-04,"","",NA,NA,"fall"
2020-08-03,"ID",21675,20372,1303,331,26,200,177,23,3,0,2020-08-04,"Agree","Agree",TRUE,TRUE,"summer"
2021-07-11,"MT",114296,101944,12352,28,1,1673,1673,0,0,0,2021-07-12,"Agree","Agree",TRUE,TRUE,"summer"
2021-08-21,"WA",531039,NA,NA,3571,836,6365,NA,NA,9,0,2021-08-23,"N/A","N/A",NA,NA,"summer"
2021-11-25,"DE",151655,138758,12897,491,26,2173,1990,183,9,2,2021-11-26,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-17,"DE",23260,22177,1083,147,0,664,583,81,2,0,2020-10-19,"Agree","Agree",TRUE,TRUE,"fall"
2020-05-10,"VI",69,NA,NA,0,0,4,NA,NA,0,0,2020-05-11,"","",NA,NA,"spring"
2020-03-18,"MD",85,NA,NA,28,0,0,0,0,0,0,2020-03-20,"N/A","Agree",NA,TRUE,"winter"
2020-04-16,"MS",5012,4986,26,192,1,344,343,1,10,0,2020-04-18,"Agree","Agree",TRUE,TRUE,"spring"
2020-09-20,"MS",96179,88625,7554,316,110,3137,2868,269,2,1,2020-09-22,"Agree","Agree",TRUE,TRUE,"summer"
2021-06-13,"CT",348426,318875,29551,38,9,8261,6790,1471,0,0,2021-06-14,"Agree","Agree",TRUE,TRUE,"spring"
2020-07-18,"MD",77206,NA,NA,835,0,3487,3348,139,8,0,2020-07-20,"N/A","Agree",NA,TRUE,"summer"
2020-09-17,"CT",55386,53087,2299,220,11,4488,3593,895,1,0,2020-09-18,"Agree","Agree",TRUE,TRUE,"summer"
2021-12-25,"ID",315726,250273,65453,0,0,4099,3385,714,0,0,2021-12-27,"Agree","Agree",TRUE,TRUE,"winter"
2020-10-11,"VI",1325,NA,NA,0,0,20,NA,NA,0,0,2020-10-12,"","",NA,NA,"fall"
2020-06-06,"WI",20571,20571,0,322,0,645,645,0,12,0,2020-06-07,"Agree","Agree",TRUE,TRUE,"spring"
2020-10-27,"CA",904198,904198,0,3188,0,17313,17313,0,15,0,2020-10-29,"Agree","Agree",TRUE,TRUE,"fall"
2021-08-01,"NH",100875,NA,NA,109,40,1387,NA,NA,0,0,2021-08-02,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-09-13,"CA",4554525,4360955,193570,6842,0,66716,66716,0,15,0,2021-09-15,"Agree","Agree",TRUE,TRUE,"summer"
2021-11-18,"NV",463976,451547,12429,711,10,7899,NA,NA,16,0,2021-11-19,"Agree","",TRUE,NA,"fall"
2021-03-27,"CA",3559193,3559193,0,3278,0,57551,57551,0,215,0,2021-03-29,"Agree","Agree",TRUE,TRUE,"spring"
2021-02-03,"ND",98034,93546,4488,98,20,1422,NA,NA,0,0,2021-02-04,"Agree","Not agree",TRUE,FALSE,"winter"
2020-11-04,"GU",4903,NA,NA,91,9,83,NA,NA,3,0,2020-11-05,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-09-15,"MD",117245,NA,NA,599,0,3974,3818,156,9,0,2020-09-17,"N/A","Agree",NA,TRUE,"summer"
2021-12-30,"IN",1246854,NA,NA,11935,0,19037,18386,651,48,0,2021-12-31,"Not agree","Agree",FALSE,TRUE,"winter"
2020-10-21,"VI",1337,NA,NA,0,0,21,NA,NA,0,0,2020-10-22,"","",NA,NA,"fall"
2022-03-08,"IL",3040861,3040861,0,1055,0,37180,32978,4202,29,7,2022-03-09,"Agree","Agree",TRUE,TRUE,"winter"
2020-10-05,"NC",219394,213274,6120,1327,35,3945,3897,48,28,1,2020-10-05,"Agree","Agree",TRUE,TRUE,"fall"
2020-12-22,"DE",52841,50768,2073,630,99,872,772,100,1,0,2020-12-24,"Agree","Agree",TRUE,TRUE,"winter"
2021-03-01,"NE",201881,NA,NA,426,0,2082,NA,NA,0,0,2021-03-03,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-08-21,"GU",767,NA,NA,0,0,6,NA,NA,0,0,2020-08-22,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-11-24,"WA",767976,NA,NA,1119,272,9208,NA,NA,31,0,2021-11-26,"N/A","N/A",NA,NA,"fall"
2020-01-30,"WI",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-05-09,"IN",23732,NA,NA,586,0,1482,1360,122,44,9,2020-05-09,"Not agree","Agree",FALSE,TRUE,"spring"
2020-08-27,"AL",120642,112168,8474,1129,265,3264,2868,396,25,7,2020-08-29,"Agree","Agree",TRUE,TRUE,"summer"
2020-04-25,"MT",445,445,0,1,0,14,14,0,0,0,2020-05-25,"Agree","Agree",TRUE,TRUE,"spring"
2020-03-19,"ID",23,NA,NA,13,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-10-04,"VT",31924,NA,NA,182,0,317,NA,NA,1,0,2021-10-06,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-03-28,"VT",194,NA,NA,26,0,12,NA,NA,1,0,2020-03-30,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-11-13,"NV",116737,116737,0,1857,0,1893,NA,NA,13,0,2020-11-14,"Agree","",TRUE,NA,"fall"
2020-07-22,"WA",49098,NA,NA,686,2,1468,NA,NA,3,0,2020-07-24,"N/A","N/A",NA,NA,"summer"
2020-08-13,"VT",1359,NA,NA,5,0,57,NA,NA,0,0,2020-08-15,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-04-10,"WA",9132,NA,NA,317,0,475,NA,NA,30,0,2020-04-12,"N/A","N/A",NA,NA,"spring"
2020-01-26,"AL",0,0,0,0,0,0,0,0,0,0,2020-01-28,"Agree","Agree",TRUE,TRUE,"winter"
2020-02-23,"AL",0,0,0,0,0,0,0,0,0,0,2020-02-25,"Agree","Agree",TRUE,TRUE,"winter"
2021-12-20,"CA",5204695,4935461,269234,26273,0,75167,NA,NA,171,0,2021-12-21,"Agree","Not agree",TRUE,FALSE,"fall"
2020-06-06,"AL",20330,20026,304,444,0,958,894,64,13,1,2020-06-08,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-14,"ND",341,NA,NA,10,NA,9,NA,NA,1,NA,2020-04-13,"Agree","Not agree",TRUE,FALSE,"spring"
2020-09-06,"ID",33667,31181,2486,190,8,385,349,36,1,0,2020-09-07,"Agree","Agree",TRUE,TRUE,"summer"
2020-08-27,"WA",73029,NA,NA,573,21,1890,NA,NA,10,0,2020-08-29,"N/A","N/A",NA,NA,"summer"
2020-11-17,"MS",140935,116435,24500,1196,536,4029,3478,551,23,5,2020-11-19,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-24,"DE",93722,88442,5280,216,38,1535,1397,138,0,0,2021-03-26,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-29,"MO",8437,NA,NA,307,0,462,NA,NA,15,0,2020-05-01,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-02-03,"IN",631952,NA,NA,1440,0,11566,11215,351,39,1,2021-02-03,"Not agree","Agree",FALSE,TRUE,"winter"
2022-02-03,"NV",663107,629411,33696,1939,183,9084,NA,NA,34,0,2022-02-04,"Agree","",TRUE,NA,"winter"
2020-04-23,"ID",1836,1721,115,34,1,54,36,18,0,0,2020-05-25,"Agree","Agree",TRUE,TRUE,"spring"
2020-07-19,"VT",1239,NA,NA,7,0,56,NA,NA,0,0,2020-07-21,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-03-20,"MT",102966,95997,6969,198,32,1414,1414,0,5,0,2021-03-21,"Agree","Agree",TRUE,TRUE,"spring"
2020-02-25,"ID",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-04-06,"CT",317729,292833,24896,1074,184,7930,6517,1413,7,2,2021-04-07,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-05,"IL",125915,125915,0,1156,0,5795,5795,0,59,0,2020-06-06,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-19,"VI",53,NA,NA,-1,0,3,NA,NA,0,0,2020-04-19,"","",NA,NA,"spring"
2020-09-29,"MD",124311,NA,NA,431,0,4067,3909,158,7,0,2020-10-01,"N/A","Agree",NA,TRUE,"fall"
2021-10-23,"CT",400226,362855,37371,0,0,8739,7161,1578,0,0,2021-10-25,"Agree","Agree",TRUE,TRUE,"fall"
2021-10-02,"IL",1633243,1633243,0,2379,0,27737,25036,2701,23,4,2021-10-04,"Agree","Agree",TRUE,TRUE,"fall"
